fecha;tmax
2003-03-10;305,40
2003-03-11;305,50
2003-03-12;303,80
2003-03-13;301,20
2003-03-14;302,10
2003-03-15;303,30
2003-03-16;303,20
2003-03-17;300,70
2003-03-18;304,40
2003-03-19;304,10
2003-03-20;305,10
2003-03-21;305,80
2003-03-22;304,60
2003-03-23;305,20
2003-03-24;307,00
2003-03-25;306,70
2003-03-26;305,00
2003-03-27;298,80
2003-03-28;295,80
2003-03-29;296,20
2003-03-30;299,10
2003-03-31;300,10
2003-04-01;297,50
2003-04-02;293,80
2003-04-03;295,70
2003-04-04;296,90
2003-04-05;301,40
2003-04-06;301,70
2003-04-07;301,90
2003-04-08;303,30
