fecha;tmax
2008-12-29;309,70
2008-12-30;306,60
2008-12-31;300,70
2009-01-01;308,00
2009-01-02;306,40
2009-01-03;301,10
2009-01-04;303,40
2009-01-05;306,30
2009-01-06;306,00
2009-01-07;309,80
2009-01-08;311,10
2009-01-09;310,20
2009-01-10;305,50
2009-01-11;301,10
2009-01-12;304,10
2009-01-13;307,70
2009-01-14;305,20
2009-01-15;310,80
2009-01-16;304,80
2009-01-17;301,30
2009-01-18;303,00
2009-01-19;303,10
2009-01-20;308,60
2009-01-21;312,60
2009-01-22;305,50
2009-01-23;302,20
2009-01-24;304,20
2009-01-25;301,70
2009-01-26;298,40
2009-01-27;299,30
