fecha;hrmean
2008-12-29;37,18
2008-12-30;35,59
2008-12-31;56,79
2009-01-01;52,79
2009-01-02;55,39
2009-01-03;35,98
2009-01-04;30,65
2009-01-05;34,92
2009-01-06;33,25
2009-01-07;31,18
2009-01-08;29,51
2009-01-09;32,96
2009-01-10;25,87
2009-01-11;35,03
2009-01-12;28,37
2009-01-13;29,64
2009-01-14;51,82
2009-01-15;66,12
2009-01-16;59,06
2009-01-17;51,09
2009-01-18;39,70
2009-01-19;41,43
2009-01-20;31,95
2009-01-21;70,93
2009-01-22;64,35
2009-01-23;44,22
2009-01-24;42,95
2009-01-25;36,08
2009-01-26;28,46
2009-01-27;27,11
