fecha;radsup
2003-05-12;4,52
2003-05-13;3,14
2003-05-14;13,10
2003-05-15;12,57
2003-05-16;10,30
2003-05-17;11,15
2003-05-18;6,49
2003-05-19;1,39
2003-05-20;1,25
2003-05-21;0,97
2003-05-22;2,26
2003-05-23;3,86
2003-05-24;12,67
2003-05-25;7,24
2003-05-26;11,05
2003-05-27;9,82
2003-05-28;8,30
2003-05-29;11,58
2003-05-30;12,32
2003-05-31;12,12
2003-06-01;8,93
2003-06-02;12,41
2003-06-03;4,49
2003-06-04;11,93
2003-06-05;10,77
2003-06-06;4,66
2003-06-07;4,24
2003-06-08;10,07
2003-06-09;6,72
2003-06-10;8,26
