fecha;radsup
2003-05-12;7,62
2003-05-13;2,77
2003-05-14;13,75
2003-05-15;13,77
2003-05-16;11,27
2003-05-17;2,64
2003-05-18;0,89
2003-05-19;1,66
2003-05-20;3,92
2003-05-21;4,40
2003-05-22;2,37
2003-05-23;3,40
2003-05-24;2,12
2003-05-25;4,68
2003-05-26;2,90
2003-05-27;2,62
2003-05-28;3,47
2003-05-29;8,88
2003-05-30;10,56
2003-05-31;11,90
2003-06-01;11,54
2003-06-02;12,62
2003-06-03;12,18
2003-06-04;5,18
2003-06-05;13,12
2003-06-06;12,68
2003-06-07;11,00
2003-06-08;12,43
2003-06-09;6,95
2003-06-10;1,96
