fecha;hrmean
2003-05-12;80,20
2003-05-13;75,96
2003-05-14;70,88
2003-05-15;67,18
2003-05-16;71,08
2003-05-17;90,79
2003-05-18;80,88
2003-05-19;76,57
2003-05-20;76,01
2003-05-21;80,37
2003-05-22;89,46
2003-05-23;78,09
2003-05-24;85,76
2003-05-25;81,45
2003-05-26;76,82
2003-05-27;81,31
2003-05-28;80,28
2003-05-29;85,91
2003-05-30;93,50
2003-05-31;98,91
2003-06-01;98,56
2003-06-02;97,20
2003-06-03;92,52
2003-06-04;85,94
2003-06-05;84,63
2003-06-06;85,63
2003-06-07;85,12
2003-06-08;97,20
2003-06-09;89,30
2003-06-10;96,21
