fecha;radsup
2003-05-12;2,49
2003-05-13;10,89
2003-05-14;13,75
2003-05-15;14,22
2003-05-16;7,31
2003-05-17;2,90
2003-05-18;10,37
2003-05-19;10,96
2003-05-20;13,05
2003-05-21;5,58
2003-05-22;8,73
2003-05-23;11,80
2003-05-24;11,26
2003-05-25;13,70
2003-05-26;12,90
2003-05-27;12,78
2003-05-28;13,72
2003-05-29;7,79
2003-05-30;5,91
2003-05-31;1,94
2003-06-01;3,33
2003-06-02;4,81
2003-06-03;7,83
2003-06-04;11,17
2003-06-05;10,56
2003-06-06;6,18
2003-06-07;8,25
2003-06-08;1,88
2003-06-09;10,72
2003-06-10;3,22
