fecha;tmax
2003-05-12;293,30
2003-05-13;297,10
2003-05-14;300,70
2003-05-15;300,50
2003-05-16;301,50
2003-05-17;297,20
2003-05-18;294,70
2003-05-19;294,60
2003-05-20;293,60
2003-05-21;292,70
2003-05-22;289,40
2003-05-23;290,10
2003-05-24;287,90
2003-05-25;285,80
2003-05-26;286,50
2003-05-27;291,10
2003-05-28;291,20
2003-05-29;291,90
2003-05-30;288,40
2003-05-31;285,10
2003-06-01;285,70
2003-06-02;281,00
2003-06-03;282,70
2003-06-04;286,70
2003-06-05;288,30
2003-06-06;291,10
2003-06-07;292,70
2003-06-08;297,50
2003-06-09;298,40
2003-06-10;298,00
