fecha;radsup
2003-04-07;19,96
2003-04-08;19,45
2003-04-09;16,86
2003-04-10;3,39
2003-04-11;18,37
2003-04-12;16,92
2003-04-13;19,17
2003-04-14;11,53
2003-04-15;17,78
2003-04-16;17,24
2003-04-17;6,42
2003-04-18;8,89
2003-04-19;6,78
2003-04-20;15,68
2003-04-21;15,18
2003-04-22;11,76
2003-04-23;13,92
2003-04-24;4,01
2003-04-25;13,25
2003-04-26;7,40
2003-04-27;6,95
2003-04-28;16,70
2003-04-29;4,02
2003-04-30;3,65
2003-05-01;12,05
2003-05-02;14,48
2003-05-03;6,84
2003-05-04;1,63
2003-05-05;1,17
2003-05-06;2,31
