fecha;hrmean
2003-04-07;73,19
2003-04-08;69,71
2003-04-09;68,98
2003-04-10;75,79
2003-04-11;63,53
2003-04-12;67,46
2003-04-13;70,07
2003-04-14;65,10
2003-04-15;65,51
2003-04-16;61,50
2003-04-17;78,59
2003-04-18;78,19
2003-04-19;80,42
2003-04-20;96,60
2003-04-21;82,59
2003-04-22;79,08
2003-04-23;77,09
2003-04-24;74,59
2003-04-25;68,55
2003-04-26;67,17
2003-04-27;73,93
2003-04-28;68,11
2003-04-29;64,23
2003-04-30;64,35
2003-05-01;73,41
2003-05-02;98,31
2003-05-03;98,91
2003-05-04;94,88
2003-05-05;88,33
2003-05-06;87,65
