fecha;radsup
2003-04-07;19,74
2003-04-08;19,18
2003-04-09;17,49
2003-04-10;13,26
2003-04-11;18,90
2003-04-12;19,54
2003-04-13;19,69
2003-04-14;18,79
2003-04-15;18,21
2003-04-16;16,44
2003-04-17;16,35
2003-04-18;16,88
2003-04-19;15,78
2003-04-20;9,37
2003-04-21;7,35
2003-04-22;14,90
2003-04-23;17,88
2003-04-24;17,84
2003-04-25;16,92
2003-04-26;11,71
2003-04-27;16,29
2003-04-28;15,83
2003-04-29;15,78
2003-04-30;15,42
2003-05-01;13,30
2003-05-02;2,35
2003-05-03;1,18
2003-05-04;4,21
2003-05-05;11,93
2003-05-06;8,13
