fecha;hrmean
2003-04-07;73,02
2003-04-08;69,67
2003-04-09;69,74
2003-04-10;72,25
2003-04-11;64,23
2003-04-12;67,92
2003-04-13;69,18
2003-04-14;65,67
2003-04-15;66,25
2003-04-16;68,36
2003-04-17;92,09
2003-04-18;84,83
2003-04-19;89,49
2003-04-20;87,68
2003-04-21;81,03
2003-04-22;76,44
2003-04-23;69,44
2003-04-24;67,22
2003-04-25;70,34
2003-04-26;70,09
2003-04-27;72,15
2003-04-28;74,57
2003-04-29;67,61
2003-04-30;61,69
2003-05-01;64,76
2003-05-02;98,31
2003-05-03;84,57
2003-05-04;78,11
2003-05-05;84,33
2003-05-06;91,90
