fecha;tmax
2003-04-07;298,70
2003-04-08;300,00
2003-04-09;299,80
2003-04-10;299,60
2003-04-11;299,60
2003-04-12;301,20
2003-04-13;296,50
2003-04-14;295,90
2003-04-15;297,80
2003-04-16;297,20
2003-04-17;298,70
2003-04-18;297,40
2003-04-19;295,30
2003-04-20;291,10
2003-04-21;291,60
2003-04-22;292,80
2003-04-23;292,90
2003-04-24;292,00
2003-04-25;293,90
2003-04-26;298,60
2003-04-27;299,40
2003-04-28;300,00
2003-04-29;300,60
2003-04-30;301,00
2003-05-01;302,70
2003-05-02;301,90
2003-05-03;301,90
2003-05-04;301,30
2003-05-05;300,30
2003-05-06;297,80
