fecha;tmax
2003-04-07;299,30
2003-04-08;300,20
2003-04-09;299,30
2003-04-10;296,80
2003-04-11;295,20
2003-04-12;294,40
2003-04-13;297,60
2003-04-14;301,10
2003-04-15;303,80
2003-04-16;304,40
2003-04-17;299,80
2003-04-18;301,00
2003-04-19;299,40
2003-04-20;293,50
2003-04-21;295,10
2003-04-22;295,80
2003-04-23;293,80
2003-04-24;295,10
2003-04-25;296,20
2003-04-26;298,40
2003-04-27;301,40
2003-04-28;301,00
2003-04-29;302,30
2003-04-30;302,60
2003-05-01;302,40
2003-05-02;296,30
2003-05-03;291,40
2003-05-04;293,60
2003-05-05;292,80
2003-05-06;289,50
