fecha;radsup
2009-03-30;16,55
2009-03-31;16,75
2009-04-01;16,99
2009-04-02;19,64
2009-04-03;19,33
2009-04-04;19,27
2009-04-05;13,85
2009-04-06;6,98
2009-04-07;15,98
2009-04-08;15,90
2009-04-09;17,94
2009-04-10;17,65
2009-04-11;7,85
2009-04-12;5,00
2009-04-13;16,12
2009-04-14;16,97
2009-04-15;17,60
2009-04-16;16,84
2009-04-17;5,68
2009-04-18;16,07
2009-04-19;17,94
2009-04-20;18,13
2009-04-21;18,09
2009-04-22;18,12
2009-04-23;16,56
2009-04-24;13,59
2009-04-25;4,71
2009-04-26;5,14
2009-04-27;12,23
2009-04-28;3,65
