fecha;tmin
2009-02-11;296,90
2009-02-12;293,70
2009-02-13;291,70
2009-02-14;294,30
2009-02-15;296,10
2009-02-16;296,50
2009-02-17;295,70
2009-02-18;297,60
2009-02-19;301,40
2009-02-20;298,30
2009-02-21;297,30
2009-02-22;296,50
2009-02-23;292,60
2009-02-24;292,00
2009-02-25;288,80
2009-02-26;290,60
2009-02-27;294,50
2009-02-28;295,10
2009-03-01;296,00
2009-03-02;296,00
2009-03-03;296,90
2009-03-04;296,80
2009-03-05;296,80
2009-03-06;296,50
2009-03-07;292,80
2009-03-08;293,70
2009-03-09;295,80
2009-03-10;296,10
2009-03-11;294,50
2009-03-12;292,10
