fecha;precip
2009-02-11;1,66
2009-02-12;0,00
2009-02-13;0,00
2009-02-14;0,00
2009-02-15;0,00
2009-02-16;0,04
2009-02-17;0,00
2009-02-18;0,00
2009-02-19;0,52
2009-02-20;4,97
2009-02-21;14,71
2009-02-22;12,53
2009-02-23;0,22
2009-02-24;0,02
2009-02-25;0,80
2009-02-26;0,17
2009-02-27;0,22
2009-02-28;1,53
2009-03-01;12,42
2009-03-02;20,20
2009-03-03;11,75
2009-03-04;13,85
2009-03-05;4,23
2009-03-06;6,07
2009-03-07;30,39
2009-03-08;3,63
2009-03-09;9,14
2009-03-10;5,44
2009-03-11;78,60
2009-03-12;0,02
