fecha;radsup
2009-02-11;24,71
2009-02-12;26,05
2009-02-13;26,33
2009-02-14;20,84
2009-02-15;15,43
2009-02-16;18,09
2009-02-17;19,74
2009-02-18;18,31
2009-02-19;15,57
2009-02-20;15,79
2009-02-21;17,01
2009-02-22;1,59
2009-02-23;20,97
2009-02-24;8,86
2009-02-25;11,23
2009-02-26;3,96
2009-02-27;12,33
2009-02-28;23,48
2009-03-01;19,02
2009-03-02;24,19
2009-03-03;25,06
2009-03-04;23,43
2009-03-05;6,75
2009-03-06;15,83
2009-03-07;20,56
2009-03-08;12,94
2009-03-09;21,39
2009-03-10;16,33
2009-03-11;22,26
2009-03-12;16,45
