fecha;hrmean
2009-02-11;80,79
2009-02-12;58,75
2009-02-13;53,15
2009-02-14;39,28
2009-02-15;45,27
2009-02-16;55,65
2009-02-17;63,94
2009-02-18;59,72
2009-02-19;63,95
2009-02-20;74,71
2009-02-21;63,79
2009-02-22;93,96
2009-02-23;87,65
2009-02-24;75,70
2009-02-25;72,78
2009-02-26;74,76
2009-02-27;78,54
2009-02-28;68,48
2009-03-01;66,54
2009-03-02;58,06
2009-03-03;58,16
2009-03-04;76,24
2009-03-05;83,81
2009-03-06;64,83
2009-03-07;48,69
2009-03-08;53,34
2009-03-09;56,61
2009-03-10;58,51
2009-03-11;52,91
2009-03-12;53,32
