fecha;hrmean
2009-02-11;82,13
2009-02-12;61,01
2009-02-13;56,30
2009-02-14;44,46
2009-02-15;52,43
2009-02-16;63,71
2009-02-17;63,33
2009-02-18;54,30
2009-02-19;45,58
2009-02-20;47,83
2009-02-21;58,43
2009-02-22;80,59
2009-02-23;84,06
2009-02-24;66,11
2009-02-25;69,64
2009-02-26;66,72
2009-02-27;66,47
2009-02-28;79,68
2009-03-01;89,52
2009-03-02;65,85
2009-03-03;62,87
2009-03-04;58,68
2009-03-05;52,21
2009-03-06;88,84
2009-03-07;84,47
2009-03-08;79,95
2009-03-09;69,57
2009-03-10;79,62
2009-03-11;81,39
2009-03-12;73,69
