fecha;radsup
2009-02-11;23,47
2009-02-12;26,47
2009-02-13;26,38
2009-02-14;22,42
2009-02-15;12,88
2009-02-16;21,13
2009-02-17;17,30
2009-02-18;6,63
2009-02-19;16,74
2009-02-20;25,35
2009-02-21;24,87
2009-02-22;24,87
2009-02-23;22,60
2009-02-24;21,94
2009-02-25;19,98
2009-02-26;24,97
2009-02-27;23,46
2009-02-28;24,07
2009-03-01;23,84
2009-03-02;8,30
2009-03-03;14,78
2009-03-04;20,74
2009-03-05;13,17
2009-03-06;15,83
2009-03-07;18,59
2009-03-08;17,24
2009-03-09;5,95
2009-03-10;22,12
2009-03-11;22,87
2009-03-12;13,92
