fecha;precip
2009-02-11;10,30
2009-02-12;0,00
2009-02-13;0,00
2009-02-14;0,00
2009-02-15;3,72
2009-02-16;47,02
2009-02-17;0,00
2009-02-18;0,00
2009-02-19;7,06
2009-02-20;17,73
2009-02-21;6,29
2009-02-22;10,76
2009-02-23;9,50
2009-02-24;0,45
2009-02-25;0,71
2009-02-26;0,00
2009-02-27;0,00
2009-02-28;0,00
2009-03-01;0,00
2009-03-02;0,00
2009-03-03;0,00
2009-03-04;0,02
2009-03-05;0,00
2009-03-06;5,53
2009-03-07;15,68
2009-03-08;21,77
2009-03-09;15,79
2009-03-10;6,18
2009-03-11;2,07
2009-03-12;0,69
