fecha;hrmean
2009-02-11;70,71
2009-02-12;49,77
2009-02-13;48,19
2009-02-14;49,27
2009-02-15;52,03
2009-02-16;52,47
2009-02-17;47,64
2009-02-18;40,72
2009-02-19;43,56
2009-02-20;61,95
2009-02-21;73,06
2009-02-22;92,55
2009-02-23;73,24
2009-02-24;55,40
2009-02-25;70,23
2009-02-26;68,72
2009-02-27;68,15
2009-02-28;82,34
2009-03-01;95,30
2009-03-02;83,65
2009-03-03;94,42
2009-03-04;92,67
2009-03-05;96,29
2009-03-06;83,80
2009-03-07;99,09
2009-03-08;93,15
2009-03-09;89,71
2009-03-10;83,37
2009-03-11;99,12
2009-03-12;83,56
