fecha;hrmean
2009-02-25;51,86
2009-02-26;53,23
2009-02-27;55,13
2009-02-28;59,68
2009-03-01;76,48
2009-03-02;63,41
2009-03-03;52,42
2009-03-04;76,92
2009-03-05;69,32
2009-03-06;86,28
2009-03-07;54,93
2009-03-08;91,73
2009-03-09;75,09
2009-03-10;65,58
2009-03-11;72,38
2009-03-12;99,64
2009-03-13;99,71
2009-03-14;95,22
2009-03-15;87,07
2009-03-16;86,68
2009-03-17;88,15
2009-03-18;99,70
2009-03-19;90,82
2009-03-20;94,70
2009-03-21;98,28
2009-03-22;96,84
2009-03-23;84,80
2009-03-24;81,03
2009-03-25;81,87
2009-03-26;91,28
