fecha;hrmean
2009-02-25;90,49
2009-02-26;97,85
2009-02-27;96,41
2009-02-28;80,93
2009-03-01;79,48
2009-03-02;61,13
2009-03-03;90,49
2009-03-04;93,33
2009-03-05;70,42
2009-03-06;72,81
2009-03-07;73,75
2009-03-08;91,87
2009-03-09;92,82
2009-03-10;98,43
2009-03-11;79,07
2009-03-12;81,06
2009-03-13;97,08
2009-03-14;77,03
2009-03-15;74,30
2009-03-16;77,62
2009-03-17;90,40
2009-03-18;78,92
2009-03-19;88,23
2009-03-20;82,45
2009-03-21;82,71
2009-03-22;66,66
2009-03-23;53,23
2009-03-24;65,35
2009-03-25;88,60
2009-03-26;80,76
