fecha;tmin
2009-02-25;294,40
2009-02-26;294,90
2009-02-27;294,80
2009-02-28;294,90
2009-03-01;297,70
2009-03-02;299,10
2009-03-03;300,60
2009-03-04;290,40
2009-03-05;289,50
2009-03-06;288,60
2009-03-07;290,00
2009-03-08;292,70
2009-03-09;294,80
2009-03-10;295,70
2009-03-11;296,90
2009-03-12;299,20
2009-03-13;297,50
2009-03-14;298,40
2009-03-15;296,10
2009-03-16;291,80
2009-03-17;292,40
2009-03-18;291,50
2009-03-19;289,90
2009-03-20;291,80
2009-03-21;292,40
2009-03-22;293,70
2009-03-23;293,70
2009-03-24;293,50
2009-03-25;293,80
2009-03-26;293,60
