fecha;hrmean
2009-02-25;58,90
2009-02-26;79,90
2009-02-27;83,80
2009-02-28;90,57
2009-03-01;84,62
2009-03-02;56,55
2009-03-03;43,95
2009-03-04;90,08
2009-03-05;69,83
2009-03-06;66,98
2009-03-07;71,32
2009-03-08;80,36
2009-03-09;86,67
2009-03-10;70,79
2009-03-11;66,11
2009-03-12;62,58
2009-03-13;61,10
2009-03-14;63,13
2009-03-15;63,63
2009-03-16;65,65
2009-03-17;62,86
2009-03-18;54,21
2009-03-19;47,15
2009-03-20;47,81
2009-03-21;51,28
2009-03-22;94,04
2009-03-23;54,84
2009-03-24;53,38
2009-03-25;64,16
2009-03-26;80,10
