fecha;radsup
2009-02-25;7,41
2009-02-26;12,78
2009-02-27;8,78
2009-02-28;10,45
2009-03-01;15,72
2009-03-02;3,10
2009-03-03;10,47
2009-03-04;4,60
2009-03-05;16,36
2009-03-06;14,95
2009-03-07;17,21
2009-03-08;19,00
2009-03-09;20,99
2009-03-10;17,06
2009-03-11;19,78
2009-03-12;16,67
2009-03-13;20,90
2009-03-14;10,90
2009-03-15;9,07
2009-03-16;7,60
2009-03-17;15,63
2009-03-18;9,52
2009-03-19;19,67
2009-03-20;8,98
2009-03-21;14,77
2009-03-22;8,76
2009-03-23;19,55
2009-03-24;2,96
2009-03-25;12,00
2009-03-26;12,67
