fecha;precip
2009-02-25;1,51
2009-02-26;1,34
2009-02-27;0,02
2009-02-28;0,28
2009-03-01;8,77
2009-03-02;11,19
2009-03-03;11,56
2009-03-04;1,17
2009-03-05;13,35
2009-03-06;12,81
2009-03-07;0,11
2009-03-08;0,00
2009-03-09;0,00
2009-03-10;0,00
2009-03-11;0,04
2009-03-12;0,63
2009-03-13;0,00
2009-03-14;0,00
2009-03-15;1,17
2009-03-16;1,40
2009-03-17;25,79
2009-03-18;47,15
2009-03-19;3,46
2009-03-20;9,63
2009-03-21;0,67
2009-03-22;7,56
2009-03-23;3,37
2009-03-24;85,06
2009-03-25;0,37
2009-03-26;0,00
