fecha;tmin
2009-02-25;293,50
2009-02-26;293,50
2009-02-27;294,90
2009-02-28;295,10
2009-03-01;297,30
2009-03-02;298,00
2009-03-03;297,80
2009-03-04;297,50
2009-03-05;296,30
2009-03-06;295,30
2009-03-07;298,50
2009-03-08;300,90
2009-03-09;301,20
2009-03-10;298,20
2009-03-11;297,10
2009-03-12;299,90
2009-03-13;302,20
2009-03-14;300,20
2009-03-15;297,80
2009-03-16;296,70
2009-03-17;295,40
2009-03-18;296,90
2009-03-19;299,40
2009-03-20;301,00
2009-03-21;296,00
2009-03-22;295,60
2009-03-23;298,00
2009-03-24;298,20
2009-03-25;295,50
2009-03-26;298,20
