fecha;radsup
2009-02-25;16,59
2009-02-26;13,83
2009-02-27;20,10
2009-02-28;20,07
2009-03-01;8,36
2009-03-02;3,76
2009-03-03;9,88
2009-03-04;10,34
2009-03-05;7,30
2009-03-06;5,88
2009-03-07;7,57
2009-03-08;17,12
2009-03-09;15,65
2009-03-10;22,36
2009-03-11;22,36
2009-03-12;18,70
2009-03-13;14,79
2009-03-14;19,11
2009-03-15;10,74
2009-03-16;17,88
2009-03-17;5,39
2009-03-18;3,18
2009-03-19;19,99
2009-03-20;4,37
2009-03-21;6,24
2009-03-22;12,28
2009-03-23;13,24
2009-03-24;2,57
2009-03-25;19,92
2009-03-26;21,79
