fecha;tmax
2009-03-23;309,30
2009-03-24;306,90
2009-03-25;306,20
2009-03-26;305,80
2009-03-27;307,60
2009-03-28;310,70
2009-03-29;310,20
2009-03-30;310,30
2009-03-31;307,00
2009-04-01;310,00
2009-04-02;307,80
2009-04-03;303,90
2009-04-04;298,30
2009-04-05;295,50
2009-04-06;303,10
2009-04-07;307,10
2009-04-08;302,00
2009-04-09;297,10
2009-04-10;293,40
2009-04-11;297,40
2009-04-12;299,40
2009-04-13;304,70
2009-04-14;297,70
2009-04-15;294,30
2009-04-16;291,80
2009-04-17;291,60
2009-04-18;294,60
2009-04-19;296,10
2009-04-20;301,80
2009-04-21;300,70
