fecha;radsup
2009-03-23;19,82
2009-03-24;21,35
2009-03-25;20,48
2009-03-26;18,79
2009-03-27;14,55
2009-03-28;17,99
2009-03-29;19,16
2009-03-30;20,36
2009-03-31;17,26
2009-04-01;13,62
2009-04-02;17,94
2009-04-03;15,12
2009-04-04;14,47
2009-04-05;14,25
2009-04-06;19,23
2009-04-07;16,69
2009-04-08;18,28
2009-04-09;19,25
2009-04-10;19,75
2009-04-11;19,02
2009-04-12;14,48
2009-04-13;13,48
2009-04-14;9,61
2009-04-15;7,11
2009-04-16;9,85
2009-04-17;15,11
2009-04-18;17,23
2009-04-19;18,25
2009-04-20;17,10
2009-04-21;11,40
