fecha;tmin
2009-03-23;298,00
2009-03-24;296,70
2009-03-25;295,90
2009-03-26;295,40
2009-03-27;295,90
2009-03-28;298,30
2009-03-29;293,90
2009-03-30;295,70
2009-03-31;299,40
2009-04-01;299,10
2009-04-02;299,50
2009-04-03;290,70
2009-04-04;285,50
2009-04-05;285,60
2009-04-06;285,30
2009-04-07;285,30
2009-04-08;289,70
2009-04-09;296,00
2009-04-10;292,00
2009-04-11;289,30
2009-04-12;287,20
2009-04-13;280,80
2009-04-14;282,60
2009-04-15;286,90
2009-04-16;287,20
2009-04-17;286,30
2009-04-18;286,60
2009-04-19;287,10
2009-04-20;288,60
2009-04-21;288,10
