fecha;radsup
2009-03-23;13,64
2009-03-24;16,65
2009-03-25;19,11
2009-03-26;20,69
2009-03-27;20,99
2009-03-28;18,38
2009-03-29;15,81
2009-03-30;17,53
2009-03-31;6,74
2009-04-01;13,92
2009-04-02;17,51
2009-04-03;7,84
2009-04-04;13,48
2009-04-05;5,60
2009-04-06;10,88
2009-04-07;16,10
2009-04-08;6,69
2009-04-09;1,88
2009-04-10;8,39
2009-04-11;18,85
2009-04-12;19,26
2009-04-13;18,35
2009-04-14;13,59
2009-04-15;7,13
2009-04-16;2,44
2009-04-17;3,15
2009-04-18;3,40
2009-04-19;6,53
2009-04-20;14,65
2009-04-21;14,55
