fecha;precip
2009-02-04;15,53
2009-02-05;1,08
2009-02-06;39,27
2009-02-07;37,45
2009-02-08;27,67
2009-02-09;54,93
2009-02-10;1,88
2009-02-11;0,11
2009-02-12;0,00
2009-02-13;0,00
2009-02-14;0,00
2009-02-15;0,00
2009-02-16;0,15
2009-02-17;5,12
2009-02-18;39,07
2009-02-19;0,13
2009-02-20;2,07
2009-02-21;41,41
2009-02-22;0,02
2009-02-23;1,40
2009-02-24;13,37
2009-02-25;31,51
2009-02-26;3,95
2009-02-27;5,08
2009-02-28;1,06
2009-03-01;6,16
2009-03-02;7,39
2009-03-03;11,04
2009-03-04;0,00
2009-03-05;0,00
