fecha;precip
2009-02-04;83,05
2009-02-05;0,15
2009-02-06;20,15
2009-02-07;15,36
2009-02-08;0,97
2009-02-09;0,00
2009-02-10;0,00
2009-02-11;0,22
2009-02-12;26,48
2009-02-13;4,15
2009-02-14;0,00
2009-02-15;0,00
2009-02-16;0,00
2009-02-17;0,00
2009-02-18;9,24
2009-02-19;21,06
2009-02-20;52,25
2009-02-21;2,64
2009-02-22;8,51
2009-02-23;8,51
2009-02-24;19,05
2009-02-25;0,28
2009-02-26;1,40
2009-02-27;3,46
2009-02-28;11,51
2009-03-01;3,89
2009-03-02;14,45
2009-03-03;8,16
2009-03-04;0,00
2009-03-05;0,00
