fecha;hrmean
2009-02-04;78,08
2009-02-05;91,88
2009-02-06;93,88
2009-02-07;84,70
2009-02-08;73,26
2009-02-09;91,80
2009-02-10;76,28
2009-02-11;73,81
2009-02-12;61,86
2009-02-13;90,00
2009-02-14;67,22
2009-02-15;69,30
2009-02-16;75,93
2009-02-17;78,71
2009-02-18;70,43
2009-02-19;57,40
2009-02-20;56,48
2009-02-21;57,86
2009-02-22;56,12
2009-02-23;57,60
2009-02-24;45,44
2009-02-25;41,02
2009-02-26;42,34
2009-02-27;47,69
2009-02-28;46,30
2009-03-01;50,29
2009-03-02;89,11
2009-03-03;79,87
2009-03-04;74,14
2009-03-05;60,43
