fecha;precip
2009-02-04;5,36
2009-02-05;9,07
2009-02-06;69,16
2009-02-07;29,81
2009-02-08;24,65
2009-02-09;53,81
2009-02-10;0,06
2009-02-11;0,00
2009-02-12;0,02
2009-02-13;0,00
2009-02-14;0,02
2009-02-15;1,51
2009-02-16;36,59
2009-02-17;10,09
2009-02-18;0,00
2009-02-19;0,00
2009-02-20;0,00
2009-02-21;0,00
2009-02-22;0,02
2009-02-23;0,13
2009-02-24;1,23
2009-02-25;31,90
2009-02-26;0,24
2009-02-27;0,00
2009-02-28;0,00
2009-03-01;0,00
2009-03-02;0,00
2009-03-03;2,18
2009-03-04;3,13
2009-03-05;8,79
