fecha;hrmean
2009-02-04;97,77
2009-02-05;94,77
2009-02-06;97,72
2009-02-07;95,03
2009-02-08;100,35
2009-02-09;96,51
2009-02-10;94,77
2009-02-11;81,92
2009-02-12;82,24
2009-02-13;77,35
2009-02-14;73,27
2009-02-15;88,45
2009-02-16;79,39
2009-02-17;77,42
2009-02-18;80,58
2009-02-19;76,71
2009-02-20;64,53
2009-02-21;83,51
2009-02-22;92,81
2009-02-23;92,04
2009-02-24;87,76
2009-02-25;89,21
2009-02-26;91,42
2009-02-27;72,31
2009-02-28;75,72
2009-03-01;84,15
2009-03-02;85,83
2009-03-03;87,71
2009-03-04;90,51
2009-03-05;68,98
