fecha;precip
2009-02-04;1,71
2009-02-05;0,30
2009-02-06;11,36
2009-02-07;6,54
2009-02-08;8,66
2009-02-09;91,41
2009-02-10;15,14
2009-02-11;6,72
2009-02-12;25,01
2009-02-13;43,33
2009-02-14;0,00
2009-02-15;0,00
2009-02-16;0,00
2009-02-17;0,00
2009-02-18;0,00
2009-02-19;0,00
2009-02-20;0,00
2009-02-21;0,00
2009-02-22;0,00
2009-02-23;0,00
2009-02-24;0,00
2009-02-25;0,00
2009-02-26;0,00
2009-02-27;0,00
2009-02-28;0,00
2009-03-01;4,38
2009-03-02;45,38
2009-03-03;29,87
2009-03-04;55,60
2009-03-05;53,89
