fecha;radsup
2009-02-04;26,72
2009-02-05;17,42
2009-02-06;3,14
2009-02-07;3,48
2009-02-08;12,45
2009-02-09;26,02
2009-02-10;26,12
2009-02-11;23,52
2009-02-12;7,53
2009-02-13;24,84
2009-02-14;19,83
2009-02-15;23,44
2009-02-16;11,58
2009-02-17;20,87
2009-02-18;26,07
2009-02-19;25,66
2009-02-20;25,85
2009-02-21;21,21
2009-02-22;14,88
2009-02-23;6,46
2009-02-24;23,62
2009-02-25;24,09
2009-02-26;16,30
2009-02-27;23,88
2009-02-28;25,60
2009-03-01;24,71
2009-03-02;23,80
2009-03-03;13,20
2009-03-04;20,59
2009-03-05;20,91
