fecha;tmin
2009-02-04;299,90
2009-02-05;299,30
2009-02-06;298,30
2009-02-07;294,60
2009-02-08;293,00
2009-02-09;296,20
2009-02-10;295,80
2009-02-11;296,70
2009-02-12;295,70
2009-02-13;293,80
2009-02-14;292,60
2009-02-15;295,30
2009-02-16;297,10
2009-02-17;297,90
2009-02-18;295,80
2009-02-19;296,70
2009-02-20;294,70
2009-02-21;286,90
2009-02-22;285,30
2009-02-23;286,20
2009-02-24;291,30
2009-02-25;295,40
2009-02-26;295,40
2009-02-27;293,90
2009-02-28;294,30
2009-03-01;294,30
2009-03-02;294,50
2009-03-03;295,30
2009-03-04;296,60
2009-03-05;296,40
