fecha;radsup
2009-02-04;16,81
2009-02-05;11,45
2009-02-06;2,03
2009-02-07;2,94
2009-02-08;8,23
2009-02-09;3,73
2009-02-10;4,18
2009-02-11;22,25
2009-02-12;23,91
2009-02-13;24,81
2009-02-14;24,26
2009-02-15;23,28
2009-02-16;18,39
2009-02-17;19,59
2009-02-18;4,21
2009-02-19;19,18
2009-02-20;14,01
2009-02-21;3,39
2009-02-22;13,84
2009-02-23;9,21
2009-02-24;10,01
2009-02-25;3,44
2009-02-26;4,58
2009-02-27;19,03
2009-02-28;10,17
2009-03-01;3,19
2009-03-02;9,68
2009-03-03;6,90
2009-03-04;23,74
2009-03-05;23,86
