fecha;hrmean
2009-02-04;97,77
2009-02-05;95,54
2009-02-06;80,15
2009-02-07;85,21
2009-02-08;96,20
2009-02-09;72,42
2009-02-10;71,85
2009-02-11;94,14
2009-02-12;73,65
2009-02-13;58,77
2009-02-14;57,39
2009-02-15;62,27
2009-02-16;59,71
2009-02-17;54,14
2009-02-18;50,77
2009-02-19;48,65
2009-02-20;51,61
2009-02-21;72,23
2009-02-22;63,77
2009-02-23;53,39
2009-02-24;54,63
2009-02-25;53,29
2009-02-26;49,12
2009-02-27;46,69
2009-02-28;55,88
2009-03-01;72,06
2009-03-02;67,24
2009-03-03;56,40
2009-03-04;73,66
2009-03-05;98,53
