fecha;precip
2009-02-04;0,00
2009-02-05;9,89
2009-02-06;7,52
2009-02-07;6,09
2009-02-08;30,50
2009-02-09;27,89
2009-02-10;6,18
2009-02-11;0,15
2009-02-12;3,28
2009-02-13;3,35
2009-02-14;0,32
2009-02-15;0,04
2009-02-16;4,88
2009-02-17;3,37
2009-02-18;15,38
2009-02-19;12,61
2009-02-20;40,63
2009-02-21;43,63
2009-02-22;19,44
2009-02-23;0,00
2009-02-24;0,00
2009-02-25;0,00
2009-02-26;0,00
2009-02-27;0,86
2009-02-28;0,52
2009-03-01;0,67
2009-03-02;56,14
2009-03-03;0,15
2009-03-04;0,00
2009-03-05;0,00
