fecha;hrmean
2009-02-04;40,89
2009-02-05;42,34
2009-02-06;91,23
2009-02-07;93,49
2009-02-08;74,05
2009-02-09;54,95
2009-02-10;56,08
2009-02-11;70,07
2009-02-12;66,08
2009-02-13;51,30
2009-02-14;41,04
2009-02-15;54,84
2009-02-16;64,15
2009-02-17;60,20
2009-02-18;44,52
2009-02-19;47,58
2009-02-20;53,32
2009-02-21;54,52
2009-02-22;47,40
2009-02-23;47,09
2009-02-24;50,18
2009-02-25;61,15
2009-02-26;57,73
2009-02-27;44,68
2009-02-28;78,17
2009-03-01;92,85
2009-03-02;91,61
2009-03-03;76,50
2009-03-04;59,20
2009-03-05;64,99
