fecha;tmax
2009-02-18;309,10
2009-02-19;307,90
2009-02-20;310,40
2009-02-21;305,50
2009-02-22;298,50
2009-02-23;302,90
2009-02-24;301,90
2009-02-25;302,40
2009-02-26;305,90
2009-02-27;299,50
2009-02-28;304,60
2009-03-01;303,10
2009-03-02;306,00
2009-03-03;304,20
2009-03-04;303,20
2009-03-05;303,10
2009-03-06;305,10
2009-03-07;307,20
2009-03-08;307,80
2009-03-09;307,10
2009-03-10;306,10
2009-03-11;306,40
2009-03-12;305,80
2009-03-13;304,90
2009-03-14;296,00
2009-03-15;297,80
2009-03-16;298,10
2009-03-17;299,70
2009-03-18;304,20
2009-03-19;304,10
