fecha;precip
2009-02-18;0,19
2009-02-19;0,02
2009-02-20;0,43
2009-02-21;3,13
2009-02-22;8,01
2009-02-23;3,09
2009-02-24;15,79
2009-02-25;2,25
2009-02-26;1,32
2009-02-27;0,00
2009-02-28;0,00
2009-03-01;0,00
2009-03-02;0,00
2009-03-03;12,92
2009-03-04;3,93
2009-03-05;38,79
2009-03-06;37,93
2009-03-07;21,75
2009-03-08;2,68
2009-03-09;29,55
2009-03-10;11,99
2009-03-11;5,79
2009-03-12;9,53
2009-03-13;19,76
2009-03-14;16,09
2009-03-15;5,05
2009-03-16;0,17
2009-03-17;12,64
2009-03-18;6,61
2009-03-19;0,22
