fecha;radsup
2009-02-18;18,97
2009-02-19;11,17
2009-02-20;15,57
2009-02-21;16,92
2009-02-22;16,78
2009-02-23;17,11
2009-02-24;10,77
2009-02-25;16,88
2009-02-26;17,17
2009-02-27;11,42
2009-02-28;17,20
2009-03-01;21,57
2009-03-02;23,02
2009-03-03;15,39
2009-03-04;15,22
2009-03-05;3,79
2009-03-06;5,32
2009-03-07;6,62
2009-03-08;10,02
2009-03-09;13,26
2009-03-10;19,36
2009-03-11;21,54
2009-03-12;8,29
2009-03-13;17,37
2009-03-14;11,51
2009-03-15;18,22
2009-03-16;6,99
2009-03-17;19,06
2009-03-18;16,96
2009-03-19;10,02
