fecha;tmin
2009-02-18;298,80
2009-02-19;296,90
2009-02-20;294,90
2009-02-21;294,50
2009-02-22;295,20
2009-02-23;294,30
2009-02-24;291,80
2009-02-25;291,30
2009-02-26;290,60
2009-02-27;292,20
2009-02-28;292,80
2009-03-01;293,30
2009-03-02;295,40
2009-03-03;297,20
2009-03-04;296,50
2009-03-05;294,10
2009-03-06;292,80
2009-03-07;292,70
2009-03-08;294,30
2009-03-09;296,70
2009-03-10;297,40
2009-03-11;298,90
2009-03-12;286,90
2009-03-13;284,90
2009-03-14;289,20
2009-03-15;288,50
2009-03-16;287,40
2009-03-17;287,50
2009-03-18;287,30
2009-03-19;286,30
