fecha;hrmean
2009-02-18;50,59
2009-02-19;59,07
2009-02-20;46,88
2009-02-21;37,61
2009-02-22;49,04
2009-02-23;75,79
2009-02-24;85,08
2009-02-25;61,72
2009-02-26;54,58
2009-02-27;51,98
2009-02-28;62,30
2009-03-01;90,96
2009-03-02;96,65
2009-03-03;91,86
2009-03-04;66,84
2009-03-05;56,96
2009-03-06;57,57
2009-03-07;56,13
2009-03-08;61,55
2009-03-09;58,49
2009-03-10;66,03
2009-03-11;59,69
2009-03-12;43,55
2009-03-13;45,21
2009-03-14;45,93
2009-03-15;42,19
2009-03-16;46,90
2009-03-17;58,60
2009-03-18;47,76
2009-03-19;51,38
