fecha;precip
2009-02-18;0,15
2009-02-19;1,34
2009-02-20;0,26
2009-02-21;1,40
2009-02-22;14,62
2009-02-23;0,04
2009-02-24;0,00
2009-02-25;0,00
2009-02-26;0,00
2009-02-27;0,00
2009-02-28;4,45
2009-03-01;32,40
2009-03-02;15,55
2009-03-03;3,84
2009-03-04;34,52
2009-03-05;0,22
2009-03-06;0,00
2009-03-07;0,00
2009-03-08;13,52
2009-03-09;0,02
2009-03-10;0,02
2009-03-11;13,78
2009-03-12;0,00
2009-03-13;0,00
2009-03-14;0,00
2009-03-15;0,00
2009-03-16;0,43
2009-03-17;1,19
2009-03-18;0,91
2009-03-19;91,74
