fecha;hrmean
2008-12-31;29,51
2009-01-01;69,76
2009-01-02;70,32
2009-01-03;46,77
2009-01-04;43,54
2009-01-05;43,77
2009-01-06;42,24
2009-01-07;36,58
2009-01-08;35,35
2009-01-09;35,16
2009-01-10;36,16
2009-01-11;35,21
2009-01-12;37,65
2009-01-13;51,05
2009-01-14;83,53
2009-01-15;94,69
2009-01-16;82,71
2009-01-17;55,03
2009-01-18;53,34
2009-01-19;40,33
2009-01-20;29,22
2009-01-21;27,15
2009-01-22;86,32
2009-01-23;96,59
2009-01-24;97,42
2009-01-25;98,73
2009-01-26;96,65
2009-01-27;76,97
2009-01-28;68,36
2009-01-29;67,34
