fecha;tmax
2008-12-31;308,60
2009-01-01;304,30
2009-01-02;293,40
2009-01-03;297,40
2009-01-04;301,10
2009-01-05;304,50
2009-01-06;306,20
2009-01-07;309,20
2009-01-08;308,30
2009-01-09;310,90
2009-01-10;308,30
2009-01-11;307,80
2009-01-12;309,20
2009-01-13;310,40
2009-01-14;311,40
2009-01-15;307,60
2009-01-16;311,90
2009-01-17;308,70
2009-01-18;312,50
2009-01-19;305,60
2009-01-20;298,30
2009-01-21;295,70
2009-01-22;301,40
2009-01-23;305,50
2009-01-24;307,80
2009-01-25;302,60
2009-01-26;308,70
2009-01-27;303,00
2009-01-28;296,70
2009-01-29;301,30
