fecha;precip
2008-12-31;0,00
2009-01-01;36,83
2009-01-02;8,06
2009-01-03;0,00
2009-01-04;0,00
2009-01-05;0,00
2009-01-06;0,00
2009-01-07;0,00
2009-01-08;0,00
2009-01-09;3,20
2009-01-10;24,43
2009-01-11;6,61
2009-01-12;57,59
2009-01-13;12,83
2009-01-14;20,74
2009-01-15;7,19
2009-01-16;0,00
2009-01-17;0,00
2009-01-18;18,21
2009-01-19;9,29
2009-01-20;4,82
2009-01-21;4,77
2009-01-22;0,82
2009-01-23;0,00
2009-01-24;0,00
2009-01-25;0,00
2009-01-26;0,00
2009-01-27;0,00
2009-01-28;4,49
2009-01-29;11,53
