fecha;tmin
2008-12-31;292,80
2009-01-01;298,00
2009-01-02;294,60
2009-01-03;293,90
2009-01-04;290,30
2009-01-05;291,00
2009-01-06;293,00
2009-01-07;297,70
2009-01-08;298,40
2009-01-09;300,30
2009-01-10;300,80
2009-01-11;302,80
2009-01-12;298,90
2009-01-13;297,20
2009-01-14;297,70
2009-01-15;296,00
2009-01-16;295,90
2009-01-17;300,70
2009-01-18;303,00
2009-01-19;300,00
2009-01-20;298,00
2009-01-21;295,80
2009-01-22;296,00
2009-01-23;299,50
2009-01-24;297,60
2009-01-25;297,10
2009-01-26;295,00
2009-01-27;296,10
2009-01-28;297,20
2009-01-29;301,20
