fecha;tmax
2008-12-31;308,00
2009-01-01;301,30
2009-01-02;299,00
2009-01-03;303,60
2009-01-04;305,70
2009-01-05;309,10
2009-01-06;307,80
2009-01-07;308,60
2009-01-08;312,00
2009-01-09;308,90
2009-01-10;303,10
2009-01-11;307,20
2009-01-12;305,10
2009-01-13;310,40
2009-01-14;312,30
2009-01-15;312,50
2009-01-16;313,10
2009-01-17;315,50
2009-01-18;304,40
2009-01-19;304,00
2009-01-20;313,00
2009-01-21;300,80
2009-01-22;312,90
2009-01-23;309,40
2009-01-24;305,30
2009-01-25;300,60
2009-01-26;301,20
2009-01-27;300,80
2009-01-28;309,40
2009-01-29;307,80
