fecha;tmax
2008-12-31;301,30
2009-01-01;304,60
2009-01-02;299,70
2009-01-03;304,10
2009-01-04;308,10
2009-01-05;308,40
2009-01-06;314,60
2009-01-07;313,40
2009-01-08;312,10
2009-01-09;311,10
2009-01-10;317,90
2009-01-11;308,60
2009-01-12;311,10
2009-01-13;313,00
2009-01-14;310,60
2009-01-15;316,30
2009-01-16;311,40
2009-01-17;310,60
2009-01-18;311,00
2009-01-19;314,20
2009-01-20;313,10
2009-01-21;302,10
2009-01-22;302,60
2009-01-23;307,10
2009-01-24;309,60
2009-01-25;312,30
2009-01-26;313,10
2009-01-27;311,00
2009-01-28;305,80
2009-01-29;307,10
