fecha;tmin
2008-12-31;293,10
2009-01-01;298,70
2009-01-02;293,20
2009-01-03;293,20
2009-01-04;290,30
2009-01-05;289,10
2009-01-06;290,20
2009-01-07;293,50
2009-01-08;296,30
2009-01-09;298,20
2009-01-10;298,00
2009-01-11;294,60
2009-01-12;296,60
2009-01-13;296,80
2009-01-14;300,10
2009-01-15;300,70
2009-01-16;302,70
2009-01-17;298,60
2009-01-18;297,90
2009-01-19;302,30
2009-01-20;303,10
2009-01-21;304,80
2009-01-22;301,10
2009-01-23;298,60
2009-01-24;300,20
2009-01-25;299,00
2009-01-26;300,70
2009-01-27;301,80
2009-01-28;301,30
2009-01-29;302,10
