fecha;radsup
2008-12-31;9,61
2009-01-01;10,23
2009-01-02;9,17
2009-01-03;26,46
2009-01-04;28,94
2009-01-05;29,77
2009-01-06;29,12
2009-01-07;28,78
2009-01-08;20,19
2009-01-09;8,89
2009-01-10;7,84
2009-01-11;23,45
2009-01-12;15,64
2009-01-13;5,25
2009-01-14;11,98
2009-01-15;10,82
2009-01-16;11,36
2009-01-17;13,82
2009-01-18;16,62
2009-01-19;17,39
2009-01-20;10,98
2009-01-21;13,53
2009-01-22;20,72
2009-01-23;23,43
2009-01-24;18,37
2009-01-25;20,45
2009-01-26;7,10
2009-01-27;15,18
2009-01-28;16,13
2009-01-29;20,45
