fecha;precip
2009-02-23;18,96
2009-02-24;21,75
2009-02-25;2,12
2009-02-26;25,68
2009-02-27;11,23
2009-02-28;0,71
2009-03-01;6,29
2009-03-02;21,88
2009-03-03;5,38
2009-03-04;0,00
2009-03-05;0,91
2009-03-06;1,75
2009-03-07;0,00
2009-03-08;0,22
2009-03-09;0,86
2009-03-10;31,00
2009-03-11;0,78
2009-03-12;0,06
2009-03-13;0,17
2009-03-14;0,00
2009-03-15;0,00
2009-03-16;0,00
2009-03-17;0,00
2009-03-18;0,00
2009-03-19;0,00
2009-03-20;0,00
2009-03-21;0,65
2009-03-22;23,91
2009-03-23;22,03
2009-03-24;18,71
