fecha;tmin
2009-02-23;295,50
2009-02-24;293,30
2009-02-25;294,00
2009-02-26;295,40
2009-02-27;296,20
2009-02-28;296,10
2009-03-01;294,10
2009-03-02;294,80
2009-03-03;296,50
2009-03-04;296,80
2009-03-05;295,90
2009-03-06;295,90
2009-03-07;293,50
2009-03-08;291,90
2009-03-09;290,20
2009-03-10;289,70
2009-03-11;289,10
2009-03-12;290,90
2009-03-13;290,00
2009-03-14;293,20
2009-03-15;294,60
2009-03-16;297,60
2009-03-17;284,40
2009-03-18;284,30
2009-03-19;283,40
2009-03-20;287,50
2009-03-21;291,30
2009-03-22;293,40
2009-03-23;292,60
2009-03-24;293,60
