fecha;radsup
2009-02-23;7,85
2009-02-24;3,88
2009-02-25;5,30
2009-02-26;9,71
2009-02-27;19,25
2009-02-28;19,50
2009-03-01;17,40
2009-03-02;19,18
2009-03-03;10,84
2009-03-04;13,73
2009-03-05;11,28
2009-03-06;22,19
2009-03-07;2,79
2009-03-08;19,04
2009-03-09;12,97
2009-03-10;6,53
2009-03-11;17,98
2009-03-12;16,55
2009-03-13;21,92
2009-03-14;21,21
2009-03-15;18,61
2009-03-16;8,37
2009-03-17;11,46
2009-03-18;20,38
2009-03-19;20,68
2009-03-20;16,23
2009-03-21;19,55
2009-03-22;19,69
2009-03-23;10,04
2009-03-24;18,73
